train_loss,val_loss,train_acc,val_acc,learning_rate,best_epoch,best_val_loss
2.11892137855332,2.0066550950644517,0.250150068212824,0.2972491085073867,0.001,20,1.3015572500058843
2.0493316302097835,1.9469660088169412,0.28758526603001366,0.3138053998981151,0.001,20,1.3015572500058843
2.0041575496095914,1.8580730725962231,0.3058663028649386,0.34844625573102395,0.001,20,1.3015572500058843
1.9399301562367812,1.850292507690006,0.3234924965893588,0.36372898624554256,0.001,20,1.3015572500058843
1.8960687895003314,1.7737201857311775,0.3388267394270123,0.37875700458481915,0.001,20,1.3015572500058843
1.858111634150371,1.6702725485278462,0.35034106412005456,0.4141619969434539,0.001,20,1.3015572500058843
1.8157174543078893,1.6922786693699312,0.36753069577080494,0.41263372389200204,0.001,20,1.3015572500058843
1.7826713575152389,1.7128415286267709,0.37615279672578444,0.3721344880285278,0.001,20,1.3015572500058843
1.7433167200882145,1.603572055629122,0.39094133697135064,0.42435048395313296,0.001,20,1.3015572500058843
1.7149354623804964,1.6108706966687756,0.402237380627558,0.434538970962812,0.001,20,1.3015572500058843
1.6930321871665133,1.5032959603194491,0.4108049113233288,0.47147223637289865,0.001,20,1.3015572500058843
1.6791734719374007,1.5024292521858118,0.4106957708049113,0.47045338767193073,0.001,20,1.3015572500058843
1.6571915198868652,1.49921915893098,0.42401091405184177,0.46816097809475293,0.001,20,1.3015572500058843
1.6310326455104562,1.5871542282876954,0.42875852660300134,0.4368313805399898,0.001,20,1.3015572500058843
1.6063201827469498,1.4905248110961136,0.43994542974079126,0.46332144676515535,0.001,20,1.3015572500058843
1.5904587035289728,1.4786134809483331,0.4437107776261937,0.49184921039225676,0.001,20,1.3015572500058843
1.5790369297082232,1.4120969156555783,0.4497135061391542,0.5119714722363728,0.001,20,1.3015572500058843
1.5604812789191003,1.4195692681926158,0.45631650750341063,0.4966887417218543,0.001,20,1.3015572500058843
1.5544407870499533,1.3982029095998056,0.45948158253751703,0.5104431991849211,0.001,20,1.3015572500058843
1.5460740380332707,1.3015572500058843,0.4616643929058663,0.5583290881304126,0.001,20,1.3015572500058843
