train_loss,val_loss,train_acc,val_acc,learning_rate,best_epoch,best_val_loss
1.9954741648925116,1.8441970257873264,0.29162346521145976,0.34844625573102395,0.001,20,0.8995984372774436
1.791748495869552,1.6792860081532266,0.36720327421555254,0.4167091186958737,0.001,20,0.8995984372774436
1.6643740786309131,1.6087353285999852,0.41544338335607095,0.4518593988792664,0.001,20,0.8995984372774436
1.5585577478187633,1.431897323895521,0.4520600272851296,0.5033112582781457,0.001,20,0.8995984372774436
1.4931244409751112,1.4495128492767326,0.4757980900409277,0.500254712175242,0.001,20,0.8995984372774436
1.4289625594463062,1.3278568764456788,0.5010095497953615,0.5366785532348446,0.001,20,0.8995984372774436
1.3791412140272488,1.3577185331165822,0.5203274215552524,0.5252165053489557,0.001,20,0.8995984372774436
1.338842590372364,1.2491509042342464,0.5323328785811733,0.5743759551706572,0.001,20,0.8995984372774436
1.2952537431560793,1.3153276327490746,0.54924965893588,0.5384615384615384,0.001,20,0.8995984372774436
1.275846903815276,1.2959338041573718,0.5575989085948159,0.5443199184921039,0.001,20,0.8995984372774436
1.2516544866496837,1.2126366931203063,0.5650204638472033,0.5708099847172695,0.001,20,0.8995984372774436
1.2212431032660875,1.2074156343724372,0.5778990450204639,0.5843097300050942,0.001,20,0.8995984372774436
1.1889896453126227,1.167307213442215,0.5888676671214188,0.5904228222109017,0.001,20,0.8995984372774436
1.1655322971187867,1.3627697587681253,0.5950886766712142,0.5369332654100866,0.001,20,0.8995984372774436
1.1480744525160016,1.1378994130140898,0.6009276944065485,0.6069791136016301,0.001,20,0.8995984372774436
1.1280185313179256,1.0512740982471531,0.6094952251023192,0.6444218033622007,0.001,20,0.8995984372774436
1.1067355344012522,1.102270950696569,0.6148976807639837,0.6235354049923586,0.001,20,0.8995984372774436
1.103771237071507,1.107387395580387,0.617462482946794,0.6107997962302598,0.001,20,0.8995984372774436
1.082475305550095,1.1497943186359143,0.6252660300136426,0.6105450840550178,0.0001,20,0.8995984372774436
0.9862718381465376,0.8995984372774436,0.6577899045020463,0.7019867549668874,0.0001,20,0.8995984372774436
