train_loss,val_loss,train_acc,val_acc,learning_rate,best_epoch,best_val_loss
2.118536486092238,2.006387762311643,0.24556616643929058,0.3033622007131941,0.001,20,1.3400629053174145
2.028670792514598,1.869382953315867,0.2868212824010914,0.3601630157921549,0.001,20,1.3400629053174145
1.9615050459753767,1.8341854718407986,0.3138881309686221,0.33876719307182884,0.001,20,1.3400629053174145
1.8972937382584867,1.7122901087200768,0.3369713506139154,0.413143148242486,0.001,20,1.3400629053174145
1.8616879953563945,1.7486309270377798,0.3493042291950887,0.3716250636780438,0.001,20,1.3400629053174145
1.8296862178609934,1.7500342485920484,0.362237380627558,0.37238920020376975,0.001,20,1.3400629053174145
1.7936213850357035,1.636236222860343,0.3732605729877217,0.42103922567498725,0.001,20,1.3400629053174145
1.7709255935778234,1.764938813596736,0.382537517053206,0.38945491594498216,0.001,20,1.3400629053174145
1.7525904148825193,1.5819505604322748,0.38750341064120053,0.4533876719307183,0.001,20,1.3400629053174145
1.7257273512615188,1.9326729461118024,0.39530695770804913,0.32908813041263374,0.001,20,1.3400629053174145
1.699339206839974,1.5745832498621346,0.40409276944065486,0.434538970962812,0.001,20,1.3400629053174145
1.6924451041904673,1.533867187482996,0.4061118690313779,0.4628120224146714,0.001,20,1.3400629053174145
1.6722599444708102,1.5632199912549765,0.41729877216916783,0.4381049414161997,0.001,20,1.3400629053174145
1.6516133936300448,1.5344580504217746,0.42837653478854026,0.45924605196128376,0.001,20,1.3400629053174145
1.644318667778702,1.465081881820943,0.4260845839017735,0.49617931737137033,0.001,20,1.3400629053174145
1.6275242313356386,1.4672870306232664,0.4289768076398363,0.48853795211411105,0.001,20,1.3400629053174145
1.6215731534463484,1.5629124430691899,0.4325238744884038,0.45109526235354047,0.001,20,1.3400629053174145
1.6117287585907711,1.4650083541627206,0.4379263301500682,0.5109526235354049,0.0001,20,1.3400629053174145
1.5518300074867468,1.3440293131953165,0.4565893587994543,0.5354049923586347,0.0001,20,1.3400629053174145
1.5354014828683247,1.3400629053174145,0.46466575716234654,0.5420275089149261,0.0001,20,1.3400629053174145
